ID;Pays;Taux;Mois;Montant;Niveau de risque;Emprunteur;capital social;année de création;Antériorité;effectifs;Nombre de mois de la période 15;Nombre de mois de la période 16;Nombre de mois de la période 17;Nombre de mois de la période 18;Chiffre d'Affaires 15;Chiffre d'Affaires 16;Chiffre d'Affaires 17;Chiffre d'Affaires 18;Evolution du Chiffre d'Affaires 15;Evolution du Chiffre d'Affaires 16;Evolution du Chiffre d'Affaires 17;Evolution du Chiffre d'Affaires 18;EBE(retraité des loyers de leasing) 15;EBE(retraité des loyers de leasing) 16;EBE(retraité des loyers de leasing) 17;EBE(retraité des loyers de leasing) 18;Marge d'EBE 15;Marge d'EBE 16;Marge d'EBE 17;Marge d'EBE 18;Resultat Net 15;Resultat Net 16;Resultat Net 17;Resultat Net 18;Total Bilan 15;Total Bilan 16;Total Bilan 17;Total Bilan 18;BFRE 15;BFRE 16;BFRE 17;BFRE 18;Capacité de remboursement (FCCR) 15;Capacité de remboursement (FCCR) 16;Capacité de remboursement (FCCR) 17;Capacité de remboursement (FCCR) 18;Fonds Propres 15;Fonds Propres 16;Fonds Propres 17;Fonds Propres 18;Fonds Propres / Total Bilan 15;Fonds Propres / Total Bilan 16;Fonds Propres / Total Bilan 17;Fonds Propres / Total Bilan 18;Passif circulant 15;Passif circulant 16;Passif circulant 17;Passif circulant 18;Actif immobilisé 15;Actif immobilisé 16;Actif immobilisé 17;Actif immobilisé 18;Actif circulant 15;Actif circulant 16;Actif circulant 17;Actif circulant 18;Dettes court terme 15;Dettes court terme 16;Dettes court terme 17;Dettes court terme 18;Dettes Moyen long terme 15;Dettes Moyen long terme 16;Dettes Moyen long terme 17;Dettes Moyen long terme 18;Dettes Nettes / EBE(* années) 15;Dettes Nettes / EBE(* années) 16;Dettes Nettes / EBE(* années) 17;Dettes Nettes / EBE(* années) 18;Dettes Nettes / Fonds propres 15;Dettes Nettes / Fonds propres 16;Dettes Nettes / Fonds propres 17;Dettes Nettes / Fonds propres 18;BFRE en nombre de jours de CA 15;BFRE en nombre de jours de CA 16;BFRE en nombre de jours de CA 17;BFRE en nombre de jours de CA 18
296018255;France;6,70 %;48;250 000 €;C;Kipline;14 014 €;2009;2009;11 à 50;;12;12;12;;2205;2184;3282;;N/A;-0,95%;50,27%;;15% - 20%;0% - 5%;-0.05;;;;;;0 - 5 %;-16,94%;-22,58%;;1096;1756;2660;;;;;;1,22;-0,51;-0,76;;-38;407;601;;-3,47 %;23,18 %;22,59 %;;;;;;;;;;;;;;;;;;;;;;1,08*;6,12*;-12,48*;;-1232,89%;127,76%;184,86%;;-60;-76;-36
27661138;Pays-Bas;6,05 %;48;250 000 €;B;Projects Services & Deliveries B.V.;692 000 €;2016;2016;11 à 50;;12;12;12;;879;3874;4831;;N/A;340,73%;24,7%;;20% - 25%;10% - 15%;10% - 15%;;;;;;5 - 10 %;5 - 10 %;5 - 10 %;;663;2544;3028;;;;;;1,55;2,92;2,42;;234;450;691;;35,29 %;17,69 %;22,82 %;;;;;;;;;;;;;;;;;;;;;;1,40*;2,28*;1,67*;;123,61%;284,28%;168,89%;;-233;74;61
973852864;France;6,50 %;36;41 500 €;C;LT;10 000 €;2014;2014;1 à 10;;12;12;12;;1089;1281;1517;;N/A;17,63%;18,42%;;5% - 10%;0% - 5%;5% - 10%;;;;;;0,0%;0,0%;0 - 5 %;;428;417;385;;;;;;0,45;0,54;1,33;;36;36;61;;8,41 %;8,63 %;15,84 %;;;;;;;;;;;;;;;;;;;;;;1,35*;1,97*;0,67*;;250,47%;340,45%;97,25%;;31;40;19
623913651;Pays-Bas;5,05 %;24;600 000 €;B;Dutch Offshore Cranes;1 000 €;2015;2015;1 à 10;;12;12;12;;180;296;6263;;N/A;64,44%;2015,88%;;95% - 100%;95% - 100%;40% - 45%;;;;;;30 - 35 %;-159,8%;20 - 25 %;;5060;13503;19626;;;;;;97;0,82;2,08;;4609;10303;11208;;91,09 %;76,3 %;57,11 %;;;;;;;;;;;;;;;;;;;;;;1,18*;3,50*;2,11*;;91,09 %;76,3 %;57,11 %;;-164;-43;-18
256216462;France;5,75 %;24;32 000 €;C;Georeso;100 000 €;2010;2010;11 à 50;;12;12;12;;892;1381;1588;;N/A;54,82%;14,99%;;5% - 10%;10% - 15%;15% - 20%;;;;;;-3,59%;0 - 5 %;0 - 5 %;;457;827;558;;;;;;0,87;1,45;1,96;;84;149;202;;18,38 %;18,02 %;36,2 %;;;;;;;;;;;;;;;;;;;;;;5,60*;1,80*;2,08*;;526,49%;202,85%;250,25%;;136;145;117
334561103;Pays-Bas;0.06;36;104 000 €;B;Purple Catering & Events;160 000 €;2012;2012;1 à 10;;12;12;12;;518;663;792;;N/A;0.2799;0.1946;;20% - 25%;10% - 15%;10% - 15%;;;;;;10 - 15 %;5 - 10 %;0 - 5 %;;222;280;386;;;;;;5.7;3.31;2,78;;114;147;170;;0.5135;0.525;0.4404;;;;;;;;;;;;;;;;;;;;;;0,30*;0,30*;-0,32*;;0.5135;0.525;0.4404;;36;32;40
327783092;France;6,50 %;60;207 500 €;B;Axionable;12 000 €;2016;2016;11 à 50;;;12;12;;520;2566;;;;N/A;393,46%;;;20% - 25%;25% - 30%;;;;;;35 - 40 %;45 - 50 %;;;;816;1748;;;;;;;199,00;236,40;;;209;1238;;;25,61 %;70,82 %;;;;;;;;;;;;;;;;;;;;;;;-2,76*;-0,06*;;;-168,78%;-3,29%;;;145;98
627172952;France;5,75 %;36;104 500 €;B;Axionable;12 000 €;2016;2016;11 à 50;;;12;12;;520;2566;;;;N/A;393,46%;;;20% - 25%;25% - 30%;;;;;;35 - 40 %;45 - 50 %;;;;816;1748;;;;;;;199,00;236,40;;;209;1238;;;25,61 %;70,82 %;;;;;;;;;;;;;;;;;;;;;;;-2,76*;-0,06*;;;-168,78%;-3,29%;;;145;98
793053707;Italie;5,25 %;24;150 000 €;B;Sunnergy Group;2 000 000 €;2008;2008;1 à 10;;12;12;12;;444;339;1 073;;N/A;-23,57%;216,09%;;-41;-50;191;;-0.05;-0.05;15% - 20%;;40% - 45%;25% - 30%;140% - 145%;;6491,48;7 661;5 807;;12;33;213;;1,95;0,36;11,84;;4 378;4 365;5 572;;67,44%;56,98%;95,95%;;452;932;340;;5 452;7 088;2 933;;1 027;564;2 840;;121;350;0;;618;1 428;258;;-5,61 *;-34,70 *;0,32 *;;0.05;0.4;0.01;;;;
391503514;France;5,60 %;48;1 250 000 €;B;Bert Développement;2 556 935 €;2012;2012;Plus de 1 000;;12;12;12;;117054;154318;173689;;N/A;31,83%;12,55%;;10% - 15%;5% - 10%;5% - 10%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;64744;80276;136141;;;;;;1,16;0,88;0,81;;8968;7532;9087;;13,85 %;9,38 %;6,67 %;;;;;;;;;;;;;;;;;;;;;;0,91*;1,78*;2,63*;;120,92%;318,74%;402,29%;;35;39;41
491994875;France;0.06;84;1 500 000 €;B+;Le domaine de Drancourt;174 960 €;1977;2002;11 à 50;;12;12;12;;1098;1351;1410;;N/A;23,04%;4,37%;;15% - 20%;20% - 25%;5% - 10%;;;;;;-9,74%;-26,5%;-32,77%;;1017;9941;9577;;;;;;1,25;1,42;0,12;;1474;1537;1702;;39,46 %;32,42 %;34,38 %;;;;;;;;;;;;;;;;;;;;;;0,69*;-0,28*;0,37*;;49,90%;-21,62%;20,15%;;0;-107;-170
517811402;Italie;6,30 %;48;100 000 €;B;Edge;50 000 €;2014;2014;1 à 10;;12;12;12;;647;797;1 171;;N/A;23,22%;46,95%;;244;335;473;;35% - 40%;40% - 45%;40% - 45%;;0% - 5%;0% - 5%;0% - 5%;;928;765;1 086;;-626;-425;-463;;13,83;16,20;50,85;;22;26;71;;2,37%;3,39%;6,53%;;826;645;975;;72;82;100;;674;523;754;;81;122;145;;0;0;0;;-0,53 *;-0,03 *;-0,59 *;;-5.91;-0.33;-3.95;;;;
997231160;Italie;5,60 %;36;100 000 €;B;Tormene Industriale;4 300 000 €;2011;2011;1 à 10;;12;12;12;;345;811;1 072;;N/A;134,97%;32,24%;;26;16;38;;5% - 10%;0% - 5%;0% - 5%;;0% - 5%;0% - 5%;0% - 5%;;370;689;443;;94;3;13;;21;13,18;31;;121;125;141;;32,70%;18,17%;31,83%;;199;514;248;;2;26;67;;368;658;394;;0;0;0;;0;0;0;;-2,54 *;-6,02 *;-2,47 *;;-0,55;-0,79;-0,67;;;;
941727714;Italie;5,50 %;36;400 000 €;B;Officine Rigamonti;120 000 €;1950;1999;51 à 250;;12;12;12;;17 056;19 193;18 834;;N/A;12,53%;-1,87%;;1 799;1 778;1 582;;10% - 15%;5% - 10%;5% - 10%;;0% - 5%;0% - 5%;0% - 5%;;19606;20 638;20 776;;4 133;5 062;5 273;;1,22;1,29;1,12;;6 218;6 630;6 891;;31,71%;32,12%;33,17%;;;9 853;9 852;10 860;8 926;9 416;9 079;;10 543;11 094;11 504;;4 414;5 075;5 559;;4 116;3 997;2 773;;3,61 *;4,37 *;4,55 *;;1.04;1.17;1.04;;;;
424661262;France;6,30 %;36;2 300 000 €;B+;Réalités;16 927 999 €;2006;2003;51 à 250;;12;12;12;;84241;128865;133568;;N/A;52,97%;3,65%;;5% - 10%;5% - 10%;5% - 10%;;;;;;0 - 5 %;5 - 10 %;5 - 10 %;;161725;182602;247831;;;;;;;;;;59126;77042;82028;;36,56 %;42,19 %;33,1 %;;;;;;;;;;;;;;;;;;;;;;4,78*;3,42*;0,95*;;38,12%;36,98%;12,18%;;320;205;261
605253676;France;4,65 %;36;156 000 €;B+;Mon concept habitation;90 000 €;2011;2011;11 à 50;;12;12;12;;1033;2768;5682;;N/A;167,96%;105,27%;;0% - 5%;0% - 5%;5% - 10%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;255;597;1443;;;;;;2,44;5,00;4,70;;90;68;238;;35,29 %;11,39 %;16,49 %;;;;;;;;;;;;;;;;;;;;;;0,51*;0,11*;-1,41*;;21,94%;9,19%;-200,11%;;29;27;19
617186401;Pays-Bas;6,45 %;60;1 330 000 €;B;Brands Holding B.V.;100;2019;2018;1 à 10;;12;12;12;;1366;1392;1348;;N/A;0.019;-0.0316;;30% - 35%;30% - 35%;30% - 35%;;;;;;25 - 30 %;20 - 25 %;20 - 25 %;;1219;1476;1831;;;;;;184,00;350,00;318,00;;932;1267;1611;;0.7646;0.8584;0.8798;;;;;;;;;;;;;;;;;;;;;;-1.16*;-0.96*;-0.82*;;-0.6;-0.34;-0.22;;-4;-4;-4
979000511;France;6,20 %;24;1 560 000 €;B+;P2I;527 000 €;2000;1994;11 à 50;;12;12;12;;9025;13693;43602;;N/A;51,72%;218,43%;;15% - 20%;15% - 20%;5% - 10%;;;;;;5 - 10 %;5 - 10 %;5 - 10 %;;10272;56303;51030;;;;;;5,08;1,37;1,47;;1270;2394;3445;;12,36 %;4,25 %;6,75 %;;;;;;;;;;;;;;;;;;;;;;2,20*;0,22*;1,53*;;284,25%;21,43%;185,02%;;284;1219;269
255721646;Italie;6,70 %;36;100 000 €;C;Movipack;72 000 €;2012;2012;1 à 10;;12;12;12;;943;1 119;1 364;;N/A;18,72%;21,87%;;207;221;385;;20% - 25%;15% - 20%;25% - 30%;;0% - 5%;NaN;NaN;;1397818;1 772;1 946;;339;232;297;;4,26;2,55;1,55;;107;187;351;;7,68%;10,53%;NaN;;1 030;1 314;1 033;;217;162;483;;1 174;1 599;1 446;;288;139;422;;198;254;513;;2,28 *;-0,55 *;2,28 *;;4,39;-0,65;2,5;;;;
114223486;France;5,50 %;48;63 000 €;B;Groupe Equity;40 000 €;2014;2014;1 à 10;;12;12;12;;185;407;618,6;;N/A;1.2;51,99%;;20% - 25%;30% - 35%;15% - 20%;;;;;;20 - 25 %;25 - 30 %;10 - 15 %;;307;539;491;;;;;;38,50;106,00;88,60;;90;156;224;;29,32 %;28,94 %;45,62 %;;;;;;;;;;;;;;;;;;;;;;-5,74*;-3,38*;-2,46*;;-293,33%;-287,82%;-122,77%;;-61;-75;-28
945457883;Pays-Bas;7,25 %;48;450 000 €;B;Holland Water;18 000 €;2003;2003;11 à 50;;12;12;12;;1747;2117;2138;;N/A;21,18%;0,99%;;20% - 25%;20% - 25%;15% - 20%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;1011;1503;2110;;;;;;1,53;1,83;1,41;;250;321;600;;24,73 %;21,36 %;28,44 %;;;;;;;;;;;;;;;;;;;;;;1,15*;1,39*;1,56*;;193,20%;190,34%;106,00%;;;;
559519223;Pays-Bas;0.05;36;816 000 €;B+;Water IQ International;500 000 €;2013;2013;1 à 10;;12;12;12;;1385;3120;4566;;N/A;1.2527;0.4635;;15% - 20%;20% - 25%;20% - 25%;;;;;;-0.14;0 - 5 %;5 - 10 %;;1164;1164;1768;;;;;;-1.31;5.98;11.51;;262;418;612;;0.2251;0.3591;0.3462;;;;;;;;;;;;;;;;;;;;;;0.8924;0;0.2596;;0.76;0.01;0.43;;1.08;0.24;0.45
36046538;France;4,95 %;48;625 000 €;B+;Eco Lodge de l'Etoile d'Argens;1 001 250 €;2016;2018;11 à 50;;12;12;12;;29;3557;4898;;N/A;12165,52%;37,7%;;N/A;25% - 30%;30% - 35%;;;;;;100 - 105 %;0 - 5 %;-5,19%;;4084;9187;11142;;;;;;-1,92;1,17;1,17;;3722;6486;6610;;91,14 %;70,6 %;59,33 %;;;;;;;;;;;;;;;;;;;;;;3,70*;1,51*;2,06*;;-7,95%;23,96%;47,83%;;50;-38;-1
708210013;Espagne;5,90 %;60;506 000 €;B+;Pan Aleman;36 060 €;1987;2010;11 à 50;;12;12;12;;1958;1995;2412;;NA;1,86%;20,92%;;430;278;344;;20% - 25%;10% - 15%;10% - 15%;;10 % - 15 %;5 % - 10 %;0 % - 5 %;;1268;1697;2707;;;;;;8,32;3,25;3,86;;790;931;1049;;62,31%;54,87%;38,77%;;329;377;553;;510;533;1709;;758;1164;998;;0;5;4;;119;341;1026;;-0,77 *;-1,19 *;1,52 *;;-41,81%;-35,45%;49,87%;;;;
447738895;Pays-Bas;5,25 %;48;1 200 000 €;B+;Active Cues B.V.;1;2015;2015;51 à 250;;12;12;12;;3228;4157;4353;;N/A;0.2878;0.0471;;30% - 35%;20% - 25%;10% - 15%;;;;;;10 - 15 %;10 - 15 %;0 - 5 %;;2418;2685;2757;;;;;;256;552;4.15;;637;1119;1237;;0.2634;0.4168;0.4487;;;;;;;;;;;;;;;;;;;;;;-1%*;-2%*;-3%*;;-1.91;-1.23;-1.11;;97;70;24
696469073;Pays-Bas;5,25 %;48;1 000 000 €;B+;Abstraction Games;18 890 €;2011;2011;11 à 50;;12;12;12;;1798;3496;3713;;0;94,44%;6,21%;;30% - 35%;25% - 30%;20% - 25%;;;;;;10 - 15 %;10 - 15 %;0 - 5 %;;458;1052;1151;;;;;;85,25;81,29;83,29;;310;804;698;;67,69 %;76,43 %;60,64 %;;;;;;;;;;;;;;;;;;;;;;-0,11*;-0,54*;-0,86*;;-20,97%;-62,81%;-101,72%;;31;33;-5
450369744;Pays-Bas;7,50 %;36;100 000 €;C;Van Kralingen exclusive interiors;1;2019;2006;1 à 10;;12;12;12;;49;187;288;;NA;281,63%;54,01%;;NA;45% - 50%;40% - 45%;;;;;;-16,33%;15 - 20 %;5 - 10 %;;19;62;166;;;;;;-0,3;3;1,94;;-64;-49;43;;-336,84 %;-79,03 %;25,9 %;;;;;;;;;;;;;;;;;;;;;;0,69*;0,42*;0,15*;;-54,69%;-73,47%;41,86%;;-112;-14;5
884129093;Pays-Bas;5,25 %;48;619 000 €;B+;New Patientline;100 000 €;2017;2017;11 à 50;;;9;12;;;1847;2464;;;NaN;0.0005;;;15% - 20%;25% - 30%;;;;;;;0 - 5 %;5 - 10 %;;;856;842;;;;;;;2.96;2.9;;;498;585;;;0.5818;0.6948;;;;;;;;;;;;;;;;;;;;;;;0.004;-0.0003;;0.0026;-0.0003;;;;6;27
831867514;Italie;5,90 %;30;500 000 €;B;Eleventy World;100 000 €;2014;2007;11 à 50;;12;12;12;;18 437;21 862;24 773;;N/A;18,58%;13,32%;;1 564;2 142;1 492;;5% - 10%;5% - 10%;5% - 10%;;-0,3%;-3,1%;0% - 5%;;21 196;23 029;26 090;;5 684;7 084;8 390;;4,2;1,36;0,66;;11 164;10 438;10 934;;52,67%;45,33%;41,91%;;9 022;10 930;13 255;;7 368;7 190;7 079;;14 173;15 794;18 857;;2 521;3 698;5 250;;106;960;736;;0,76 *;1,62 *;3,39 *;;0,11;0,33;0,46;;;;
198095111;Italie;6,20 %;48;170 000 €;B;Trivelcart;100 000 €;2007;2007;1 à 10;;12;12;12;;942;997;860;;N/A;5,85%;-13,71%;;201;209;192;;20% - 25%;20% - 25%;20% - 25%;;0% - 5%;0% - 5%;0% - 5%;;533;908;809;;165;123;177;;1,65;1,89;1,74;;210;469;462;;39,43%;51,63%;57,11%;;289;258;240;;138;338;268;;345;525;502;;59;38;30;;218;214;150;;1,37 *;1,02 *;0,31 *;;1.31;0.46;0.13;;;;
989698619;France;6,40 %;48;250 000 €;B;ANRODE;20 000 €;2011;2011;1 à 10;;12;12;12;;4504;7701;10277;;N/A;70,98%;33,45%;;10% - 15%;5% - 10%;15% - 20%;;;;;;0 - 5 %;-1,22%;0 - 5 %;;3899;12299;12172;;;;;;1,28;0,99;1,68;;1682;1458;1885;;43,14 %;11,85 %;15,49 %;;;;;;;;;;;;;;;;;;;;;;-0,45*;7,47*;3,02*;;-15,83%;370,64%;269,87%;;;;
448890544;France;0.05;36;43 000 €;B;KPI;100 000 €;2009;2009;1 à 10;;12;12;12;;255;255;308;;N/A;0;20,78%;;45% - 50%;50% - 55%;55% - 60%;;;;;;10 - 15 %;10 - 15 %;15 - 20 %;;399;325;312;;;;;;1,15;0,60;1,07;;80;114;168;;20,05 %;35,08 %;53,85 %;;;;;;;;;;;;;;;;;;;;;;1,81*;1,15*;0,66*;;278,75%;138,60%;69,64%;;82;39;31
855261812;Italie;5,80 %;48;250 000 €;B;Ipcochemical Europe;20 000 €;2009;2009;11 à 50;;12;12;12;;5 749;5 821;4 129;;N/A;1,26%;-29,07%;;441;568;506;;5% - 10%;5% - 10%;10% - 15%;;0% - 5%;0% - 5%;0% - 5%;;4 339;4 466;4 450;;558;1 343;1 675;;2,17;1,78;1,62;;719;826;892;;16,57%;18,49%;20,04%;;3 252;3 060;2 947;;1 195;1 352;1 242;;3 119;3 082;3 163;;674;1 407;1 481;;336;540;478;;1,94 *;3,37 *;3,76 *;;1.19;2.32;2.13;;;;
924876621;Italie;5,80 %;36;400 000 €;B;Bresciangrana Società Agricola;1 128 444 €;1998;2006;11 à 50;;12;12;12;;38 815;39 181;48 767;;N/A;0,94%;24,46%;;2 078;2 209;2 006;;5% - 10%;5% - 10%;0% - 5%;;0% - 5%;0% - 5%;0% - 5%;;28 765;31 955;36 909;;4 456;4 512;1 194;;1,06;1,12;1,05;;3 067;3 176;3 380;;10,66%;9,94%;9,16%;;-;24 535;29 129;;12 259;12 382;12 836;;16 458;19 546;24 024;;9 054;9 448;8 446;;3 457;3 754;3 738;;5,78 *;5,57 *;4,09 *;;3,91;3,88;2,43;;;;
575853956;Italie;0.06;36;100 000 €;C;Logitec Trasporti;100 000 €;2006;2006;11 à 50;;12;12;12;;2 076;1 862;2 059;;N/A;-10,33%;10,58%;;216;259;167;;10% - 15%;10% - 15%;5% - 10%;;0% - 5%;0% - 5%;0% - 5%;;1 037;1 037;925;;413;433;510;;1,84;1,72;1,40;;387;436;460;;37,30%;42,04%;49,70%;;496;343;343;;319;290;290;;533;504;504;;327;266;313;;141;95;188;;1,83 *;1,11 *;2,57 *;;1.02;0.66;0.93;;;;
805647979;Italie;6,70 %;36;100 000 €;C;Ros;98 800 €;1995;1995;1 à 10;;12;12;12;;2 008;1 947;1 941;;N/A;-3,07%;-0,28%;;756;443;520;;35% - 40%;20% - 25%;25% - 30%;;0% - 5%;0% - 5%;0% - 5%;;3 562;4 202;3 888;;458;605;532;;1,3;1,02;1,34;;939;961;965;;26,36%;22,86%;24,82%;;2 087;2 724;2 244;;2 408;2 427;2 554;;1 133;1 755;1 304;;1 327;1 537;1 370;;531;464;680;;2,45 *;4,18 *;3,93 *;;1,97;1,93;2,12;;;;
480702375;France;5,60 %;36;505 000 €;B;Editialis;136 000 €;1987;2010;11 à 50;;12;12;12;;10258;8947;8766;;;-12,78%;-2,02%;;-0.05;0% - 5%;15% - 20%;;;;;;-12,33%;-0,12%;5 - 10 %;;8149;5873;9341;;;;;;-5,16;2,07;14,61;;-251;-304;338;;-3,08 %;-5,18 %;3,62 %;;;;;;;;;;;;;;;;;;;;;;-2,05*;4,61*;1,41*;;-472,91%;-373,03%;567,46%;;80;99;95
951388975;Espagne;0.06;48;320 000 €;B;SGA Information Management SA;304 106 €;1985;1985;11 à 50;;12;12;12;;5993;5993;5944;;NA;-0,01%;-0,82%;;2080;2320;2494;;30% - 35%;35% - 40%;40% - 45%;;5 % - 10 %;5 % - 10 %;5 % - 10 %;;21383;21514;23056;;;;;;1,27;1,41;1,3;;10687;10929;11239;;49,98%;50,80%;48,75%;;6522;6287;6759;;13999;14876;15483;;7384;6637;7573;;4778;4504;5581;;4071;4337;4987;;4,16 *;3,79 *;4,21 *;;81,02%;80,55%;93,53%;;;;
857447165;France;4,90 %;24;519 000 €;B;Home Plus;50 000 €;2011;2011;11 à 50;;12;12;12;;6505;8466;9489;;N/A;30,15%;12,08%;;5% - 10%;5% - 10%;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;1481;2935;3739;;;;;;23,14;2,09;0,24;;545;772;822;;36,8 %;26,3 %;21,98 %;;;;;;;;;;;;;;;;;;;;;;-0,53*;-0,76*;-0,49*;;-38,90%;-58,16%;-58,94%;;2;14;12
863648297;France;4,80 %;48;410 000 €;B+;L'Auto-Contact;38 219 €;2013;2013;51 à 250;;12;12;12;;23661;22831;22914;;N/A;-3,51%;0,36%;;10% - 15%;5% - 10%;10% - 15%;;;;;;0 - 5 %;0 - 5 %;0 - 5 %;;14 232;17 406;16 078;;;;;;5,41;2,15;1,91;;6604;11206;12205;;47,78 %;103,08 %;128,66 %;;;;;;;;;;;;;;;;;;;;;1,93*;2,35*;1,31*;;;80,71%;47,85%;29,06%;;80;76;58
574758847;France;4,50 %;36;310 000 €;B+;IP-Formation;105 000 €;1998;1998;11 à 50;;12;12;12;;3397;4273;4994;;N/A;25,79%;16,87%;;30% - 35%;30% - 35%;40% - 45%;;;;;;0 - 5 %;0 - 5 %;5 - 10 %;;2850;2666;3239;;;;;;0,65;1,06;3,42;;458;585;1060;;16,07 %;21,94 %;32,73 %;;;;;;;;;;;;;;;;;;;;;;-0,02*;0,18*;-0,13*;;-3,82%;39,27%;-26,67%;;-10;-13;-15
762135415;Pays-Bas;5,90 %;48;250 000 €;B;LawyerlinQ;85;2015;2015;1 à 10;;12;12;12;;200;2649;3418;;N/A;1224,5%;29,03%;;-0.05;5% - 10%;5% - 10%;;;;;;-1,5%;0 - 5 %;0 - 5 %;;74;439;439;;;;;;-3;81;66;;-9;147;212;;-12,16 %;33,49 %;48,29 %;;;;;;;;;;;;;;;;;;;;;;17,33*;-0,69*;-0,83*;;577,78%;-74,83%;-80,66%;;40;41;6
95631497;Italie;6,40 %;48;210 000 €;C;Castelberg Technologies;10 200 €;2000;2000;11 à 50;;12;12;12;;2 939;4 283;5 174;;N/A;45,75%;20,81%;;175;218;592;;5% - 10%;5% - 10%;10% - 15%;;0% - 5%;0% - 5%;5% - 10%;;2 499;3 456;5 432;;1 108;1 420;2 841;;1,16;0,86;1,03;;557;641;922;;22,31%;18,55%;16,98%;;1 799;2 273;3 166;;286;429;1 121;;2 207;2 998;4 266;;454;795;897;;210;448;1 771;;3,74 *;5,17 *;4,43 *;;1.17;1.76;2.84;;;;
18411687;France;5,25 %;36;104 000 €;B;Monsieur Guiz;8 500 €;2016;2016;11 à 50;;12;12;12;;939;664;1245;;N/A;-29,29%;87,5%;;35% - 40%;5% - 10%;20% - 25%;;;;;;10 - 15 %;-14,01%;5 - 10 %;;491;287;556;;;;;;5,61;-4,96;4,33;;255;161;258;;51,93 %;56,1 %;46,4 %;;;;;;;;;;;;;;;;;;;;;;-0,44*;-1,06*;-0,03*;;-62,35%;-42,24%;-3,39%;;73;18;91
912089607;Espagne;6,75 %;36;103 000 €;C;BARAKA CLUB DE VIATGES SL;180 304 €;1997;1997;11 à 50;;12;12;12;;4389;6623;9421;;N/A;50,90%;42,24%;;89;356;503;;0% - 5%;5% - 10%;5% - 10%;;0 % - 5 %;0 % - 5 %;0 % - 5 %;;2369;2181;2843;;;;;;2,94;1,18;1,68;;429;720;846;;18,11%;32,99%;29,77%;;536;332;608;;1663;1834;2217;;706;347;626;;335;210;484;;1405;1130;1389;;13,40 *;3,32 *;3,49 *;;277,12%;164,12%;207,31%;;;;
142865440;Pays-Bas;6,25 %;24;350 000 €;C;Little Dutch;387 247 €;2009;2009;11 à 50;;12;12;12;;1147;1938;4631;;NA;0.6896;1.3896;;0% - 5%;0% - 5%;5% - 10%;;;;;;0 % - 5 %;0 % - 5 %;0 % - 5 %;;641;653;1573;;;;;;3.13;-0.11;3;;223;223;387;;0.3479;0.3415;0.246;;;;;;;;;;;;;;;;;;;;;;86,54%;68,24%;1.54;;0.2;0.26;1.03;;0.54;0.19;0.28
714909226;Espagne;4,90 %;36;156 000 €;B+;ZOKO ZAHARA SL;3 010 €;2018;2018;11 à 50;;;;12;;;;929;;;;-2,63%;;;;95;;;;10% - 15%;;;;5 % - 10 %;;;;132;;;;;;;;69,75;;79;;;;;;59,64%;;;;54;;;;28;;;;104;;;;0;;;;0;;;;-0,47 *;;;;-56,39%;;;;
840379278;Italie;2,50 %;24;100 000 €;A+;CNH Industrial Capital Solutions;17 609 000 €;2011;2015;51 à 250;;12;12;12;;25 328 000;27 624 000;29 736 000;;N/A;9,07%;7,65%;;2 453 000;3 346 000;3 865 000;;5% - 10%;10% - 15%;10% - 15%;;-1,5%;0% - 5%;0% - 5%;;47 834 000;50 798 000;48 650 000;;1 170 000;889 000;1 228 000;;0,9;1,48;1,67;;6 634 000;6 684 000;7 472 000;;13,87%;13,16%;15,36%;;20 282 000;23 747 000;22 136 000;;15 207 000;15 960 000;14 704 000;;32 605 000;34 825 000;33 936 000;;3 198 000;3 616 000;3 491 000;;11 879 000;11 671 000;11 018 000;;3,76*;2,72*;2,25*;;1,39;1,36;1,17;;;;
605779673;Italie;5,10 %;36;250 000 €;B;A.L Allestimenti;140 000 €;2006;2018;11 à 50;;12;12;12;;4 002;4 322;6 089;;N/A;7,98%;40,90%;;585;578;918;;10% - 15%;10% - 15%;15% - 20%;;0% - 5%;0% - 5%;0% - 5%;;2 962;3 726;3 237;;-373;-775;-640;;1,94;2,14;2,44;;272;313;522;;9,19%;8,39%;16,13%;;1 992;2 767;2 127;;2 291;2 564;2 224;;607;1 036;894;;321;415;400;;910;1 466;1 415;;2,04 *;3,21 *;1,96 *;;4.39;5.93;3.44;;;;
559851512;Italie;6,60 %;48;150 000 €;B;Meccano;150 000 €;1997;2000;11 à 50;;12;12;12;;7 054;8 006;8 106;;N/A;13,50%;1,25%;;1 037;1 126;1 076;;10% - 15%;10% - 15%;10% - 15%;;0% - 5%;0% - 5%;0% - 5%;;7 226;8 735;8 429;;2 909;2 267;2 890;;1,48;1,29;1,25;;749;1 057;1 354;;10,37%;12,10%;16,06%;;5 679;6 557;5 871;;930;923;1 168;;6 089;7 519;6 913;;1 987;2 546;2 850;;2 511;3 287;2 789;;4,05 *;4,66 *;4,87 *;;5.6;4.97;3.87;;;;
